"Series.Name","Series.Code","Country.Name","Country.Code","Region","Year","Value"
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Seychelles","SYC","African Region",2021,149.4498388
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Sierra Leone","SLE","African Region",2021,39.48265241
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Singapore","SGP","Western Pacific Region",2021,739.6667737
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Slovak Republic","SVK","European Region",2021,181.0491605
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Somalia","SOM","Eastern Mediterranean Region",2021,2.418639728
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","South Africa","ZAF","African Region",2021,16.9469127
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Spain","ESP","European Region",2021,43.65969874
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Sri Lanka","LKA","South-East Asia Region",2021,7.462746236
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","St. Vincent and the Grenadines","VCT","Region of the Americas",2021,105.9605562
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Suriname","SUR","Region of the Americas",2021,6.996500333
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Sweden","SWE","European Region",2021,228.4445904
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Switzerland","CHE","European Region",2021,452.1885063
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Syrian Arab Republic","SYR","Eastern Mediterranean Region",2021,1.137377687
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Tajikistan","TJK","European Region",2021,1.178947394
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Tanzania","TZA","African Region",2021,12.38935794
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Togo","TGO","African Region",2021,33.25207945
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Trinidad and Tobago","TTO","Region of the Americas",2021,63.52225677
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Tunisia","TUN","Eastern Mediterranean Region",2021,12.16880446
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Turkiye","TUR","European Region",2021,19.37971684
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Turkmenistan","TKM","European Region",2021,1.958778671
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Uganda","UGA","African Region",2021,66.26465613
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Ukraine","UKR","European Region",2021,10.73042895
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","United Arab Emirates","ARE","Eastern Mediterranean Region",2021,173.9288221
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","United Kingdom","GBR","European Region",2021,365.2162227
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","United States","USA","Region of the Americas",2021,47.07028907
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Uruguay","URY","Region of the Americas",2021,16.11598488
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Uzbekistan","UZB","European Region",2021,2.774965234
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Viet Nam","VNM","Western Pacific Region",2021,4.058605487
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","West Bank and Gaza","PSE","Eastern Mediterranean Region",2021,44.8676822
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Yemen, Rep.","YEM","Eastern Mediterranean Region",2021,9.544256639
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Zambia","ZMB","African Region",2021,15.82639869
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Zimbabwe","ZWE","African Region",2021,4.199629866
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Afghanistan","AFG","Eastern Mediterranean Region",2021,54.29858974
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Albania","ALB","European Region",2021,99.29903344
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Algeria","DZA","African Region",2021,85.78430125
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Andorra","AND","European Region",2021,100
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Angola","AGO","African Region",2021,51.92168436
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Armenia","ARM","European Region",2021,93.95624553
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Australia","AUS","Western Pacific Region",2021,100
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Austria","AUT","European Region",2021,99.97248981
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Bahrain","BHR","Eastern Mediterranean Region",2021,100
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Bangladesh","BGD","South-East Asia Region",2021,57.93662462
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Barbados","BRB","Region of the Americas",2021,98.09246231
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Belarus","BLR","European Region",2021,99.53949135
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Belgium","BEL","European Region",2021,99.48621112
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Belize","BLZ","Region of the Americas",2021,88.23173187
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Benin","BEN","African Region",2021,19.38161441
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Bhutan","BTN","South-East Asia Region",2021,77.94885785
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Bolivia","BOL","Region of the Americas",2021,67.53988761
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Botswana","BWA","African Region",2021,80.29222882
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Brazil","BRA","Region of the Americas",2021,90.81098524
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Brunei Darussalam","BRN","Western Pacific Region",2021,98.26419
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Bulgaria","BGR","European Region",2021,86.04550718
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Burkina Faso","BFA","African Region",2021,24.04111945
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Burundi","BDI","African Region",2021,45.70933139
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Cabo Verde","CPV","African Region",2021,83.00309009
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Cambodia","KHM","Western Pacific Region",2021,73.55414221
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Cameroon","CMR","African Region",2021,42.90563215
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Canada","CAN","Region of the Americas",2021,98.58856609
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Central African Republic","CAF","African Region",2021,13.75750675
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Chad","TCD","African Region",2021,12.82351803
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Chile","CHL","Region of the Americas",2021,100
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","China","CHN","Western Pacific Region",2021,94.3857566
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Colombia","COL","Region of the Americas",2021,93.87267778
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Congo, Dem. Rep.","COD","African Region",2021,16.14617128
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Congo, Rep.","COG","African Region",2021,20.55481021
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Costa Rica","CRI","Region of the Americas",2021,98.21146649
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Cote d'Ivoire","CIV","African Region",2021,36.29103796
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Croatia","HRV","European Region",2021,96.17281675
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Cuba","CUB","Region of the Americas",2021,91.65102777
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Cyprus","CYP","European Region",2021,99.39628037
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Czechia","CZE","European Region",2021,99.13663696
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Denmark","DNK","European Region",2021,99.59722775
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Djibouti","DJI","Eastern Mediterranean Region",2021,66.81163052
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Dominican Republic","DOM","Region of the Americas",2021,88.19322412
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Ecuador","ECU","Region of the Americas",2021,91.74269119
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Egypt, Arab Rep.","EGY","Eastern Mediterranean Region",2021,97.52465032
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","El Salvador","SLV","Region of the Americas",2021,87.39150657
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Estonia","EST","European Region",2021,99.07052961
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Eswatini","SWZ","African Region",2021,64.45544122
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Ethiopia","ETH","African Region",2021,9.254780256
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Fiji","FJI","Western Pacific Region",2021,93.33286119
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Finland","FIN","European Region",2021,99.44795371
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","France","FRA","European Region",2021,98.64680212
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Gabon","GAB","African Region",2021,49.86126712
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Gambia, The","GMB","African Region",2021,47.5364175
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Georgia","GEO","European Region",2021,86.34158816
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Germany","DEU","European Region",2021,99.22589221
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Ghana","GHA","African Region",2021,27.37524341
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Greece","GRC","European Region",2021,98.99718129
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Guatemala","GTM","Region of the Americas",2021,69.07803382
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Guinea","GIN","African Region",2021,30.02584807
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Guinea-Bissau","GNB","African Region",2021,27.73388843
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Guyana","GUY","Region of the Americas",2021,90.37556909
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Haiti","HTI","Region of the Americas",2021,37.30085203
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Honduras","HND","Region of the Americas",2021,83.6021801
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Hungary","HUN","European Region",2021,97.98123614
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Iceland","ISL","European Region",2021,98.77995186
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","India","IND","South-East Asia Region",2021,75.48373765
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Indonesia","IDN","South-East Asia Region",2021,86.65563517
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Iran, Islamic Rep.","IRN","Eastern Mediterranean Region",2021,90.316227
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Iraq","IRQ","Eastern Mediterranean Region",2021,98.4959695
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Ireland","IRL","European Region",2021,89.27316773
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Israel","ISR","European Region",2021,99.93018145
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Italy","ITA","European Region",2021,99.88509676
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Jamaica","JAM","Region of the Americas",2021,86.58008765
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Japan","JPN","Western Pacific Region",2021,99.94063521
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Jordan","JOR","Eastern Mediterranean Region",2021,97.14098702
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Kazakhstan","KAZ","European Region",2021,97.86416761
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Kenya","KEN","African Region",2021,36.11475567
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Kiribati","KIR","Western Pacific Region",2021,44.50615694
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Korea, Rep.","KOR","Western Pacific Region",2021,99.82919171
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Kuwait","KWT","Eastern Mediterranean Region",2021,100
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Kyrgyz Republic","KGZ","European Region",2021,97.87835831
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Lao PDR","LAO","Western Pacific Region",2021,79.32395782
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Latvia","LVA","European Region",2021,92.43718112
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Lebanon","LBN","Eastern Mediterranean Region",2021,99.2
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Lesotho","LSO","African Region",2021,50.29886812
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Liberia","LBR","African Region",2021,21.92788787
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Libya","LBY","Eastern Mediterranean Region",2021,92.10600221
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Lithuania","LTU","European Region",2021,94.79595855
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Luxembourg","LUX","European Region",2021,97.58857291
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Madagascar","MDG","African Region",2021,14.22296692
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Malawi","MWI","African Region",2021,47.10712573
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Malaysia","MYS","Western Pacific Region",2021,95.99469789
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Maldives","MDV","South-East Asia Region",2021,99.70015787
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Mali","MLI","African Region",2021,48.38654613
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Malta","MLT","European Region",2021,99.96444537
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Mauritania","MRT","African Region",2021,53.78155649
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Mexico","MEX","Region of the Americas",2021,91.98713112
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Moldova","MDA","European Region",2021,84.38853488
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Monaco","MCO","European Region",2021,100
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Mongolia","MNG","Western Pacific Region",2021,69.52330326
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Morocco","MAR","Eastern Mediterranean Region",2021,87.38364315
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Mozambique","MOZ","African Region",2021,36.07188062
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Myanmar","MMR","South-East Asia Region",2021,74.10549712
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Namibia","NAM","African Region",2021,35.55342382
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Nauru","NRU","Western Pacific Region",2021,65.93204458
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Nepal","NPL","South-East Asia Region",2021,80.40022366
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Netherlands","NLD","European Region",2021,97.6777525
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","New Zealand","NZL","Western Pacific Region",2021,99.99999623
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Niger","NER","African Region",2021,15.88156173
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Nigeria","NGA","African Region",2021,45.44915489
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","North Macedonia","MKD","European Region",2021,98.9748157
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Norway","NOR","European Region",2021,98.05003424
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Oman","OMN","Eastern Mediterranean Region",2021,99.3204402
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Pakistan","PAK","Eastern Mediterranean Region",2021,68.82426834
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Palau","PLW","Western Pacific Region",2021,98.78268636
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Panama","PAN","Region of the Americas",2021,85.77681161
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Papua New Guinea","PNG","Western Pacific Region",2021,19.26172062
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Paraguay","PRY","Region of the Americas",2021,93.60274559
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Peru","PER","Region of the Americas",2021,77.87948762
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Philippines","PHL","Western Pacific Region",2021,83.58501342
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Poland","POL","European Region",2021,98.95735689
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Portugal","PRT","European Region",2021,99.66231537
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Puerto Rico","PRI","Region of the Americas",2021,100
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Qatar","QAT","Eastern Mediterranean Region",2021,99.93654534
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Russian Federation","RUS","European Region",2021,89.18007542
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Rwanda","RWA","African Region",2021,73.86410779
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Samoa","WSM","Western Pacific Region",2021,97.56595694
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","San Marino","SMR","European Region",2021,100
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Sao Tome and Principe","STP","African Region",2021,47.76581873
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Saudi Arabia","SAU","Eastern Mediterranean Region",2021,95.33991438
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Senegal","SEN","African Region",2021,59.14337995
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Serbia","SRB","European Region",2021,97.90138596
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Seychelles","SYC","African Region",2021,100
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Sierra Leone","SLE","African Region",2021,21.95649816
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Singapore","SGP","Western Pacific Region",2021,100
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Slovak Republic","SVK","European Region",2021,97.5341274
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Slovenia","SVN","European Region",2021,98.31115775
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Solomon Islands","SLB","Western Pacific Region",2021,35.01829288
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Somalia","SOM","Eastern Mediterranean Region",2021,40.39141264
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","South Africa","ZAF","African Region",2021,76.89099332
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Spain","ESP","European Region",2021,99.91885991
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Sri Lanka","LKA","South-East Asia Region",2021,94.21641465
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","St. Lucia","LCA","Region of the Americas",2021,83.36331657
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Suriname","SUR","Region of the Americas",2021,89.96224117
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Sweden","SWE","European Region",2021,98.86166517
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Switzerland","CHE","European Region",2021,99.89987389
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Syrian Arab Republic","SYR","Eastern Mediterranean Region",2021,94.64183196
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Tajikistan","TJK","European Region",2021,96.75722667
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Tanzania","TZA","African Region",2021,30.43224677
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Thailand","THA","South-East Asia Region",2021,99.00731704
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Togo","TGO","African Region",2021,19.06792824
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Tonga","TON","Western Pacific Region",2021,95.04204214
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Trinidad and Tobago","TTO","Region of the Americas",2021,93.91521101
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Tunisia","TUN","Eastern Mediterranean Region",2021,97.43598122
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Turkiye","TUR","European Region",2021,99.23698611
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Turkmenistan","TKM","European Region",2021,99.81925605
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Tuvalu","TUV","Western Pacific Region",2021,83.53727327
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Uganda","UGA","African Region",2021,20.81213747
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Ukraine","UKR","European Region",2021,97.74395343
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","United Arab Emirates","ARE","Eastern Mediterranean Region",2021,99.09362554
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","United Kingdom","GBR","European Region",2021,99.10586943
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","United States","USA","Region of the Americas",2021,99.64866781
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Uruguay","URY","Region of the Americas",2021,98.32588186
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Uzbekistan","UZB","European Region",2021,96.18470035
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Vanuatu","VUT","Western Pacific Region",2021,47.26155014
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Venezuela, RB","VEN","Region of the Americas",2021,97.00235715
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Viet Nam","VNM","Western Pacific Region",2021,90.33926069
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","West Bank and Gaza","PSE","Eastern Mediterranean Region",2021,99.09743989
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Yemen, Rep.","YEM","Eastern Mediterranean Region",2021,54.59560341
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Zambia","ZMB","African Region",2021,36.24199885
"People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","Zimbabwe","ZWE","African Region",2021,34.60995021
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Albania","ALB","European Region",2021,54.45247979
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Algeria","DZA","African Region",2021,62.36627819
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Andorra","AND","European Region",2021,100
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Armenia","ARM","European Region",2021,10.79483261
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Australia","AUS","Western Pacific Region",2021,95.71611777
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Austria","AUT","European Region",2021,99.67017836
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Bahrain","BHR","Eastern Mediterranean Region",2021,91.91713254
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Bangladesh","BGD","South-East Asia Region",2021,30.15469977
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Belarus","BLR","European Region",2021,74.88841787
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Belgium","BEL","European Region",2021,94.47766612
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Benin","BEN","African Region",2021,2.690867812
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Bhutan","BTN","South-East Asia Region",2021,50.62325392
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Brazil","BRA","Region of the Americas",2021,49.55150867
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Bulgaria","BGR","European Region",2021,72.44664845
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Burkina Faso","BFA","African Region",2021,9.456731522
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Canada","CAN","Region of the Americas",2021,83.92649315
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Central African Republic","CAF","African Region",2021,13.26327363
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Chad","TCD","African Region",2021,10.83380405
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Chile","CHL","Region of the Americas",2021,95.29202445
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","China","CHN","Western Pacific Region",2021,65.9328271
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Colombia","COL","Region of the Americas",2021,18.30745603
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Congo, Dem. Rep.","COD","African Region",2021,13.05840652
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Costa Rica","CRI","Region of the Americas",2021,25.16756667
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Cote d'Ivoire","CIV","African Region",2021,16.9701696
