"Series.Name","Series.Code","Country.Name","Country.Code","Region","Year","Value"
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Afghanistan","AFG","Eastern Mediterranean Region",2021,54.75701944
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Albania","ALB","European Region",2021,4.783653846
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Algeria","DZA","African Region",2021,137.9203602
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Angola","AGO","African Region",2021,1.871883289
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Antigua and Barbuda","ATG","Region of the Americas",2021,8.461538462
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Argentina","ARG","Region of the Americas",2021,10.45666408
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Armenia","ARM","European Region",2021,59.85475086
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Australia","AUS","Western Pacific Region",2021,4.599919582
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Austria","AUT","European Region",2021,8.676429953
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Azerbaijan","AZE","European Region",2021,57.26588651
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Bahrain","BHR","Eastern Mediterranean Region",2021,133.7068966
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Barbados","BRB","Region of the Americas",2021,87.5
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Belarus","BLR","European Region",2021,4.696769941
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Belgium","BEL","European Region",2021,51.87960688
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Belize","BLZ","Region of the Americas",2021,1.260294485
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Benin","BEN","African Region",2021,0.975243811
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Bolivia","BOL","Region of the Americas",2021,1.2429031
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Bosnia and Herzegovina","BIH","European Region",2021,2.034840638
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Botswana","BWA","African Region",2021,2.442972916
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Brazil","BRA","Region of the Americas",2021,1.481946279
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Brunei Darussalam","BRN","Western Pacific Region",2021,3.466465712
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Bulgaria","BGR","European Region",2021,37.51940276
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Burkina Faso","BFA","African Region",2021,7.820267686
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Burundi","BDI","African Region",2021,10.19286754
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Cameroon","CMR","African Region",2021,1.560430108
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Canada","CAN","Region of the Americas",2021,3.733573635
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Central African Republic","CAF","African Region",2021,0.335648148
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Chad","TCD","African Region",2021,4.294921875
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Chile","CHL","Region of the Americas",2021,8.982121089
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","China","CHN","Western Pacific Region",2021,41.5185288
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Colombia","COL","Region of the Americas",2021,4.39097809
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Comoros","COM","African Region",2021,0.833333333
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Congo, Dem. Rep.","COD","African Region",2021,0.226883505
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Congo, Rep.","COG","African Region",2021,0.027446301
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Cote d'Ivoire","CIV","African Region",2021,5.087565674
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Cuba","CUB","Region of the Americas",2021,23.93944607
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Cyprus","CYP","European Region",2021,32.1213778
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Czechia","CZE","European Region",2021,20.51399027
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Denmark","DNK","European Region",2021,26.40427258
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Djibouti","DJI","Eastern Mediterranean Region",2021,6.333333333
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Dominica","DMA","Region of the Americas",2021,10
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Dominican Republic","DOM","Region of the Americas",2021,39.55331412
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Ecuador","ECU","Region of the Americas",2021,6.782352941
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Egypt, Arab Rep.","EGY","Eastern Mediterranean Region",2021,141.1657559
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","El Salvador","SLV","Region of the Americas",2021,13.21272614
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Equatorial Guinea","GNQ","African Region",2021,0.183503244
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Eritrea","ERI","African Region",2021,11.17511521
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Estonia","EST","European Region",2021,10.81980133
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Eswatini","SWZ","African Region",2021,77.55991285
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Fiji","FJI","Western Pacific Region",2021,0.29737303
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Finland","FIN","European Region",2021,7.11406213
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","France","FRA","European Region",2021,21.59813707
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Gabon","GAB","African Region",2021,0.502166065
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Gambia, The","GMB","African Region",2021,2.209656372
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Georgia","GEO","European Region",2021,5.240977199
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Germany","DEU","European Region",2021,35.35165707
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Ghana","GHA","African Region",2021,6.314734089
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Greece","GRC","European Region",2021,20.68379527
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Guinea","GIN","African Region",2021,1.369230769
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Guinea-Bissau","GNB","African Region",2021,1.495726496
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Guyana","GUY","Region of the Americas",2021,3.298401827
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Haiti","HTI","Region of the Americas",2021,13.38379177
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Hungary","HUN","European Region",2021,8.070120898
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Iceland","ISL","European Region",2021,0.394075282
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","India","IND","South-East Asia Region",2021,66.49209283
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Indonesia","IDN","South-East Asia Region",2021,29.69654528
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Iran, Islamic Rep.","IRN","Eastern Mediterranean Region",2021,81.28908129
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Iraq","IRQ","Eastern Mediterranean Region",2021,59.58384831
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Ireland","IRL","European Region",2021,22.20505618
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Israel","ISR","European Region",2021,131.9989647
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Italy","ITA","European Region",2021,29.64578377
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Jamaica","JAM","Region of the Americas",2021,12.38281888
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Japan","JPN","Western Pacific Region",2021,36.04597701
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Jordan","JOR","Eastern Mediterranean Region",2021,102.5163362
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Kazakhstan","KAZ","European Region",2021,34.09847434
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Kenya","KEN","African Region",2021,33.23990107
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Korea, Dem. People's Rep.","PRK","South-East Asia Region",2021,27.7404678
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Korea, Rep.","KOR","Western Pacific Region",2021,85.22183304
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Kuwait","KWT","Eastern Mediterranean Region",2021,3850.5
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Kyrgyz Republic","KGZ","European Region",2021,50.03895598
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Latvia","LVA","European Region",2021,1.067831467
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Lebanon","LBN","Eastern Mediterranean Region",2021,58.79299156
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Lesotho","LSO","African Region",2021,2.565905097
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Liberia","LBR","African Region",2021,0.264311594
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Libya","LBY","Eastern Mediterranean Region",2021,817.1428571
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Lithuania","LTU","European Region",2021,1.834102379
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Luxembourg","LUX","European Region",2021,3.963515755
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Madagascar","MDG","African Region",2021,11.26150628
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Malawi","MWI","African Region",2021,17.50483809
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Malaysia","MYS","Western Pacific Region",2021,3.43948718
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Maldives","MDV","South-East Asia Region",2021,15.66666667
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Mali","MLI","African Region",2021,8.00308642
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Malta","MLT","European Region",2021,78.28007149
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Mauritania","MRT","African Region",2021,13.24621733
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Mauritius","MUS","African Region",2021,21.95565249
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Mexico","MEX","Region of the Americas",2021,45.01521461
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Moldova","MDA","European Region",2021,12.56311256
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Mongolia","MNG","Western Pacific Region",2021,3.395007342
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Morocco","MAR","Eastern Mediterranean Region",2021,50.75121202
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Mozambique","MOZ","African Region",2021,1.751486326
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Myanmar","MMR","South-East Asia Region",2021,5.801501397
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Namibia","NAM","African Region",2021,0.861552567
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Nepal","NPL","South-East Asia Region",2021,8.311832662
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Netherlands","NLD","European Region",2021,16.07566255
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","New Zealand","NZL","Western Pacific Region",2021,8.04808476
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Nicaragua","NIC","Region of the Americas",2021,2.220900209
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Niger","NER","African Region",2021,11.02093771
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Nigeria","NGA","African Region",2021,9.668217054
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","North Macedonia","MKD","European Region",2021,37.96926428
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Norway","NOR","European Region",2021,2.009498099
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Oman","OMN","Eastern Mediterranean Region",2021,116.7142857
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Pakistan","PAK","Eastern Mediterranean Region",2021,162.0698117
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Papua New Guinea","PNG","Western Pacific Region",2021,0.132242833
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Paraguay","PRY","Region of the Americas",2021,1.835399711
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Poland","POL","European Region",2021,32.0768432
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Portugal","PRT","European Region",2021,12.31571228
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Puerto Rico","PRI","Region of the Americas",2021,19.53561063
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Qatar","QAT","Eastern Mediterranean Region",2021,431.0344828
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Romania","ROU","European Region",2021,7.362606498
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Russian Federation","RUS","European Region",2021,4.122242749
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Rwanda","RWA","African Region",2021,20.1986755
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Sao Tome and Principe","STP","African Region",2021,1.876146789
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Saudi Arabia","SAU","Eastern Mediterranean Region",2021,974.1666667
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Senegal","SEN","African Region",2021,16.2764487
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Sierra Leone","SLE","African Region",2021,0.495794393
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Singapore","SGP","Western Pacific Region",2021,83.11666667
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Slovak Republic","SVK","European Region",2021,2.436631239
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Somalia","SOM","Eastern Mediterranean Region",2021,24.52774059
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","South Africa","ZAF","African Region",2021,66.89081012
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Spain","ESP","European Region",2021,43.25403923
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Sri Lanka","LKA","South-East Asia Region",2021,90.78541374
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","St. Vincent and the Grenadines","VCT","Region of the Americas",2021,7.9
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Suriname","SUR","Region of the Americas",2021,3.950609365
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Sweden","SWE","European Region",2021,3.582972583
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Switzerland","CHE","European Region",2021,6.498855835
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Syrian Arab Republic","SYR","Eastern Mediterranean Region",2021,124.3601389
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Tajikistan","TJK","European Region",2021,69.94326428
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Tanzania","TZA","African Region",2021,12.96324081
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Togo","TGO","African Region",2021,3.391634981
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Trinidad and Tobago","TTO","Region of the Americas",2021,20.32648126
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Tunisia","TUN","Eastern Mediterranean Region",2021,98.11339918
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Turkiye","TUR","European Region",2021,43.37814752
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Turkmenistan","TKM","European Region",2021,135.2138073
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Uganda","UGA","African Region",2021,5.82799634
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Ukraine","UKR","European Region",2021,12.25576574
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","United Arab Emirates","ARE","Eastern Mediterranean Region",2021,1533.333333
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","United Kingdom","GBR","European Region",2021,14.35464621
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","United States","USA","Region of the Americas",2021,28.16198427
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Uruguay","URY","Region of the Americas",2021,9.786096257
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Uzbekistan","UZB","European Region",2021,121.8353886
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Venezuela, RB","VEN","Region of the Americas",2021,7.540366667
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Viet Nam","VNM","Western Pacific Region",2021,18.13031538
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","West Bank and Gaza","PSE","Eastern Mediterranean Region",2021,47.75353017
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Yemen, Rep.","YEM","Eastern Mediterranean Region",2021,169.7619048
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Zambia","ZMB","African Region",2021,2.835497836
"Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","Zimbabwe","ZWE","African Region",2021,46.09162031
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Afghanistan","AFG","Eastern Mediterranean Region",2021,79.69307846
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Albania","ALB","European Region",2021,95.08151344
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Algeria","DZA","African Region",2021,94.63210204
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Andorra","AND","European Region",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Angola","AGO","African Region",2021,57.44672553
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Armenia","ARM","European Region",2021,99.95489411
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Australia","AUS","Western Pacific Region",2021,99.96977467
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Austria","AUT","European Region",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Azerbaijan","AZE","European Region",2021,97.00710207
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Bahrain","BHR","Eastern Mediterranean Region",2021,99.91989902
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Bangladesh","BGD","South-East Asia Region",2021,98.03301971
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Barbados","BRB","Region of the Americas",2021,98.51445042
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Belarus","BLR","European Region",2021,99.18791665
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Belgium","BEL","European Region",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Belize","BLZ","Region of the Americas",2021,98.40350771
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Benin","BEN","African Region",2021,67.12590915
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Bhutan","BTN","South-East Asia Region",2021,99.12699463
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Bolivia","BOL","Region of the Americas",2021,93.60317892
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Bosnia and Herzegovina","BIH","European Region",2021,96.10382253
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Botswana","BWA","African Region",2021,92.44851614
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Brazil","BRA","Region of the Americas",2021,99.5894011
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Brunei Darussalam","BRN","Western Pacific Region",2021,99.90004922
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Bulgaria","BGR","European Region",2021,99.08929849
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Burkina Faso","BFA","African Region",2021,49.02263051
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Burundi","BDI","African Region",2021,62.32256445
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Cabo Verde","CPV","African Region",2021,89.82515425
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Cambodia","KHM","Western Pacific Region",2021,77.06604334
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Cameroon","CMR","African Region",2021,68.89556458
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Canada","CAN","Region of the Americas",2021,99.22198864
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Central African Republic","CAF","African Region",2021,36.19738081
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Chad","TCD","African Region",2021,51.89910104
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Chile","CHL","Region of the Americas",2021,100
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","China","CHN","Western Pacific Region",2021,96.69444916
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Colombia","COL","Region of the Americas",2021,97.3938173
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Congo, Dem. Rep.","COD","African Region",2021,35.31309699
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Congo, Rep.","COG","African Region",2021,73.97232686
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Costa Rica","CRI","Region of the Americas",2021,99.81186902
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Cote d'Ivoire","CIV","African Region",2021,72.73826702
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Cuba","CUB","Region of the Americas",2021,94.55759874
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Cyprus","CYP","European Region",2021,99.76513248
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Czechia","CZE","European Region",2021,99.8807193
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Denmark","DNK","European Region",2021,99.99999983
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Djibouti","DJI","Eastern Mediterranean Region",2021,76.10704703
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Dominican Republic","DOM","Region of the Americas",2021,96.70461445
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Ecuador","ECU","Region of the Americas",2021,95.67799951
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","Egypt, Arab Rep.","EGY","Eastern Mediterranean Region",2021,98.7679087
"People using at least basic drinking water services (% of population)","SH.H2O.BASW.ZS","El Salvador","SLV","Region of the Americas",2021,98.1944683
